,video,description
0,mixkit-airplane-preparing-to-land-6857.mp4,Airplane preparing to land
0,mixkit-airplane-from-behind-going-through-the-airport-track-6856.mp4,Airplane from behind going through the airport track
0,mixkit-turbine-of-an-airplane-in-motion-6853.mp4,Turbine of an airplane in motion
0,mixkit-go-kart-racing-between-tires-6848.mp4,Go-kart racing between tires
0,mixkit-commercial-plane-approaching-in-the-sky-6757.mp4,Commercial plane approaching in the sky
0,mixkit-speedboats-sailing-in-clear-water-5375.mp4,"Speedboats sailing quickly in clear turquoise blue water that reveals rocks and dark shapes in the background, seen from above."
0,mixkit-boat-in-the-middle-of-the-sea-seen-from-top-5365.mp4,"View from above of a multi-masted boat, prowling solitary in the turquoise water illuminated by the sunlight, as the shot slowly begins to rise as it spins."
0,mixkit-woman-with-mask-on-bicycle-in-a-park-5314.mp4,"Girl in masks riding a bicycle, in a park, with trees, grass, bicycles, and some decorations, during a sunny day."
0,mixkit-men-placing-the-mast-of-a-sailboat-4698.mp4,Men setting up the mast of a wooden sailboat as it floats in the water of a lake on a cloudy day.
0,mixkit-boaters-repairing-a-wooden-sailboat-4687.mp4,A couple of boaters working on a wooden sailboat on a lake on a cloudy afternoon.
0,mixkit-swinging-trailer-hook-4685.mp4,Focus on a trailer hook detail while swinging.
0,mixkit-empty-airport-luggage-cart-close-up-4625.mp4,"Focus on the details of an empty luggage cart, in an unfocused airport in the background, as a couple of people walk from one side to the other."
0,mixkit-moving-lights-in-an-out-of-focus-video-44705.mp4,"White and yellow colored lights moving over a dark green environment, in an out of focus video, through a fence."
0,mixkit-double-highway-crossing-nature-in-aerial-shot-44289.mp4,"Touring from the air a double highway that crosses through nature, a large hill covered with trees and vegetation."
0,mixkit-highway-crossing-through-nature-in-an-aerial-view-44283.mp4,"Highway and roads that cross through nature in an aerial view, surrounded by a lot of vegetation and trees."
0,mixkit-aerial-panorama-of-a-highway-that-crosses-nature-44281.mp4,"Aerial panorama of a highway that crosses nature, through an ecosystem covered with vegetation and trees, on a sunny day."
0,mixkit-campervan-driving-on-rough-tracks-4245.mp4,Video from a camera in the side of an campervan driving on rough tracks.
0,mixkit-row-of-motorcycles-in-a-garage-41947.mp4,"Row of motocross motorcycles parked in a garage, in a shot that goes slowly one by one."
0,mixkit-headlight-of-a-motorcycle-that-is-turned-on-by-a-41944.mp4,"Close-up shot of the headlight of a motorcycle that is turned on by a person, inside a workshop."
0,mixkit-motorcyclist-arriving-at-a-mechanical-workshop-41939.mp4,"Motorcyclist arriving in a workshop garage, parking his motorcycle and getting off it slowly."
0,mixkit-mechanic-looking-at-a-motorcycle-in-a-workshop-41931.mp4,"Mechanic looking carefully at a motorcycle in a mechanical workshop, during a repair."
0,mixkit-man-repairing-his-motorcycle-in-a-garage-41930.mp4,"Man draining all the oil from his motorcycle into a container, during a repair in a garage."
0,mixkit-boy-loading-his-bike-in-a-park-41893.mp4,Young man carrying his bicycle on his shoulder through a sunny park in the city.
0,mixkit-cyclist-zigzagging-down-the-sidewalk-on-the-street-41892.mp4,"Cyclist zigzagging and wheeling down the sidewalk in a quiet street with cars and trees, on a sunny day."
0,mixkit-pedaling-of-a-girl-on-a-bicycle-in-a-park-41891.mp4,Feet of a girl slowly pedaling a bicycle in a sunny park.
0,mixkit-two-cyclists-walking-down-the-street-41890.mp4,Couple of cyclists walking down the street with their bicycles during a sunny day.
0,mixkit-couple-walking-through-a-park-after-a-bike-ride-41886.mp4,Close-up tracking shot of the legs of a couple walking through a sunny park after a bike ride.
0,mixkit-couple-with-bikes-walking-in-a-park-41880.mp4,"A boy and a girl with bicycles walking through a sunny park, while talking."
0,mixkit-boy-doing-a-wheelie-on-a-bike-in-a-park-41879.mp4,"Young man doing a wheelie on a bike in a sunny park, surrounded by many trees."
0,mixkit-wheels-of-a-pair-of-bicycles-of-a-couple-in-41874.mp4,"Wheels of a couple of bicycles of a couple walking through a park, after a bike ride."
0,mixkit-man-and-woman-chatting-on-a-park-bench-41870.mp4,"Man and woman chatting quietly on the bench in a sunny park, with their bicycles to one side."
0,mixkit-man-riding-a-bicycle-in-a-park-41868.mp4,Man riding a bike through a sunny park wearing sportswear.
0,mixkit-boy-and-girl-taking-their-parked-bicycles-41867.mp4,"Boy and girl taking their bikes parked on the sidewalk, both wearing sports clothes, in a view directly to the bikes."
0,mixkit-girl-walking-with-a-bicycle-on-the-sidewalk-41866.mp4,Young woman walking with a bicycle on the sidewalk in a city profile view.
0,mixkit-road-next-to-a-forest-from-the-heights-41379.mp4,"Narrow road between a forest and a wide meadow from above, with some cars speeding through it."
0,mixkit-aerial-panorama-around-a-long-straight-highway-41362.mp4,"Aerial panorama with a view to the horizon from the top of a long straight highway in the middle of a wide, sandy and flat desert."
0,mixkit-aerial-view-of-cars-and-trucks-traveling-on-a-highway-41361.mp4,"Cars and trailers traveling on a two-way parallel highway, in the middle of a sandy desert, in an aerial view."
0,mixkit-road-junction-in-a-roundabout-in-a-view-from-the-40916.mp4,"Crossing of roads and subway tracks in a roundabout in a city, in a view from above during sunset."
0,mixkit-movement-at-a-road-junction-in-the-city-40914.mp4,Movement of vehicles at a crossroads in the city in a view from above in the afternoon.
0,mixkit-aerial-landscape-of-a-huge-city-40913.mp4,"Aerial landscape of a huge city, with a passenger train, many buildings, a large park and the horizon in the background, on a sunny afternoon."
0,mixkit-train-roads-and-cars-of-a-city-from-above-40789.mp4,"Railroad and car crossings on a roundabout in a city, in a shot from above."
0,mixkit-boy-with-mask-and-backpack-traveling-by-subway-40669.mp4,"Young man with a mask and a backpack, sitting inside a subway car as it leaves the station."
0,mixkit-aerial-tour-over-the-train-tracks-that-cross-a-city-40664.mp4,"Aerial tour over the passenger train tracks that cross a large city full of trees, buildings and cars."
0,mixkit-passenger-train-station-in-a-shot-from-above-40663.mp4,"Passenger train station traveling on a peripheral bridge in the city, surrounded by cars, trees and a city, while a train arrives."
0,mixkit-aerial-panorama-of-a-train-crossing-a-big-city-40660.mp4,Aerial shot of a passenger train traveling along the tracks that cross a large city.
0,mixkit-people-inflating-a-hot-air-balloon-4057.mp4,"Time lapse of people inflating a green hot air balloon, in the background buildings and trees of the city"
0,mixkit-touring-a-touristy-and-sunny-port-with-boats-and-sailboats-40097.mp4,"Slow ride through a sunny harbor with many stopped boats and sailboats, surrounded by mountains and hotel buildings."
0,mixkit-old-man-riding-a-bicycle-on-a-street-39191.mp4,Old man riding a bicycle on a street
0,mixkit-man-skiing-on-snow-between-dry-trees-36592.mp4,Man skiing on snow between dry trees
0,mixkit-young-male-driver-scrolling-on-his-smartphone-36441.mp4,Young male driver scrolling on his Smartphone
0,mixkit-container-area-on-a-cargo-ship-harbor-36379.mp4,Container area on a cargo ship harbor
0,mixkit-large-container-area-on-a-shoreline-on-a-sunny-day-36375.mp4,Large container area on a shoreline on a sunny day
0,mixkit-ships-sailing-on-a-lake-surrounded-by-a-huge-city-36373.mp4,Ships sailing on a lake surrounded by a huge city
0,mixkit-cargo-ship-leaving-a-port-in-a-city-36366.mp4,Cargo ship leaving a port in a city
0,mixkit-areas-on-a-shoreline-full-of-shipping-containers-36360.mp4,Areas on a shoreline full of shipping containers
0,mixkit-cargo-ship-port-packed-with-containers-36341.mp4,Cargo ship port packed with containers
0,mixkit-large-container-area-on-a-cargo-ship-shoreline-aerial-view-36337.mp4,"Large container area on a cargo ship shoreline, aerial view"
0,mixkit-large-container-area-on-a-cargo-ship-shoreline-36323.mp4,Large container area on a cargo ship shoreline
0,mixkit-coast-with-cargo-ships-seen-from-the-heights-36322.mp4,Coast with cargo ships seen from the heights
0,mixkit-huge-container-area-on-a-shoreline-aerial-shot-36309.mp4,"Huge container area on a shoreline, aerial shot"
0,mixkit-large-container-area-on-a-coastline-aerial-shot-36299.mp4,"Large container area on a coastline, aerial shot"
0,mixkit-large-warehouses-near-a-coastline-aerial-shot-36298.mp4,"Large warehouses near a coastline, aerial shot"
0,mixkit-ships-and-boats-on-a-large-lake-around-a-large-36294.mp4,Ships and boats on a large lake around a large city
0,mixkit-trucks-moving-in-a-field-of-warehouses-from-above-36293.mp4,Trucks moving in a field of warehouses from above
0,mixkit-cranes-building-on-a-lake-shore-36288.mp4,Cranes building on a lake shore
0,mixkit-roads-and-buildings-near-a-ship-port-36281.mp4,Roads and buildings near a ship port
0,mixkit-subway-train-arriving-at-an-underground-station-35923.mp4,Subway train arriving at an underground station
0,mixkit-large-cargo-ship-sailing-away-from-a-port-35870.mp4,Large cargo ship sailing away from a port
0,mixkit-large-cargo-ship-leaving-for-the-ocean-35866.mp4,Large cargo ship leaving for the ocean
0,mixkit-cargo-ship-sailing-near-a-shore-35865.mp4,Cargo ship sailing near a shore
0,mixkit-cargo-ship-leaving-the-coast-of-a-city-35848.mp4,Cargo ship leaving the coast of a city
0,mixkit-coastal-sea-packed-with-cargo-ships-from-above-35842.mp4,Coastal sea packed with cargo ships from above
0,mixkit-pair-of-cargo-ships-sailing-near-a-coastal-town-35841.mp4,Pair of cargo ships sailing near a coastal town
0,mixkit-flying-over-a-river-with-a-cargo-ship-sailing-35831.mp4,Flying over a river with a cargo ship sailing
0,mixkit-coastline-packed-with-cargo-ships-and-seagulls-35789.mp4,Coastline packed with cargo ships and seagulls
0,mixkit-cargo-ships-floating-on-a-coast-35785.mp4,Cargo ships floating on a coast
0,mixkit-containers-near-a-crane-and-a-cargo-ship-35558.mp4,Containers near a crane and a cargo ship
0,mixkit-ferryboats-anchored-in-a-pier-35478.mp4,Ferryboats anchored in a pier
0,mixkit-top-aerial-shot-of-a-cargo-ship-anchored-35475.mp4,Top aerial shot of a cargo ship anchored
0,mixkit-aerial-tacking-shot-of-the-highway-traffic-35474.mp4,Aerial tacking shot of the highway traffic
0,mixkit-tracking-aerial-shot-of-a-cargo-ship-sailing-35456.mp4,Tracking aerial shot of a cargo ship sailing
0,mixkit-cargo-ship-crossing-a-bridge-on-a-river-35455.mp4,Cargo ship crossing a bridge on a river
0,mixkit-empty-cargo-ships-in-a-river-35448.mp4,Empty cargo ships in a river
0,mixkit-tourist-taking-photos-to-a-passenger-boat-35413.mp4,Tourist taking photos to a passenger boat
0,mixkit-cargo-truck-crossing-a-bridge-while-raining-35257.mp4,Cargo truck crossing a bridge while raining
0,mixkit-crane-and-a-cargo-ship-in-the-seashore-35157.mp4,Crane and a cargo ship in the seashore
0,mixkit-transport-trucks-at-night-35134.mp4,Transport trucks at night
0,mixkit-railway-station-with-carriages-aerial-shot-34845.mp4,"Railway station with carriages, aerial shot"
0,mixkit-large-railway-station-with-carriages-34843.mp4,Large railway station with carriages
0,mixkit-carriage-horses-in-the-street-34512.mp4,Carriage horses in the street
0,mixkit-cargo-ship-passing-under-a-large-bridge-34298.mp4,Cargo ship passing under a large bridge
0,mixkit-cargo-ships-sailing-in-open-sea-seen-from-the-air-34291.mp4,Cargo ships sailing in open sea seen from the air
0,mixkit-cargo-ships-sailing-in-the-ocean-34290.mp4,Cargo ships sailing in the ocean
0,mixkit-cargo-ship-tied-on-a-coastline-viewed-from-above-34289.mp4,Cargo Ship tied on a coastline viewed from above
0,mixkit-empty-cargo-ships-lined-up-on-a-coast-from-the-34284.mp4,Empty cargo ships lined up on a coast from the air
0,mixkit-white-plane-flying-above-the-clouds-34040.mp4,White plane flying above the clouds
0,mixkit-fast-virtual-tour-of-a-3d-highway-34010.mp4,Fast virtual tour of a 3D highway
0,mixkit-cargo-truck-crossing-a-bridge-over-a-river-33963.mp4,Cargo truck crossing a bridge over a river
0,mixkit-3d-sailboat-sailing-in-the-sea-in-a-sunset-33923.mp4,3D sailboat sailing in the sea in a sunset
0,mixkit-helm-of-a-yacht-or-boat-while-someone-is-sailing-33497.mp4,Helm of a yacht or boat while someone is sailing
0,mixkit-aerial-shot-of-a-canoe-ride-on-a-river-32492.mp4,Aerial shot of a canoe ride on a river
0,mixkit-people-boarding-the-escalator-32317.mp4,People boarding the escalator
0,mixkit-fluent-and-heavy-traffic-on-bridge-in-new-york-31718.mp4,Fluent and heavy traffic on bridge in New York
0,mixkit-cargo-ships-in-a-new-york-harbor-31668.mp4,Cargo ships in a New York Harbor
0,mixkit-parcel-clerk-placing-boxes-on-a-loading-dolly-31267.mp4,"Parcel clerk in red uniform with cap, placing a couple of boxes on a loading truck on the street with cars, bushes, trees and grass around during a sunny day."
0,mixkit-young-postman-delivers-a-box-to-a-woman-at-the-31227.mp4,"A young postman in a blue uniform provides a tablet to a woman at the entrance of her house to make a digital form, to later deliver her sent package."
0,mixkit-mail-delivery-with-digital-signature-31214.mp4,"Woman receives a package from the postman at the entrance of her house, with a digital signature, in a closed socket in the hands of both people."
